decimalLatitude,decimalLongitude,species,kingdom
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Viburnum lantana,Plantae
47.10838,7.27395,Cornus sanguinea,Plantae
47.10838,7.27395,Euonymus europaeus,Plantae
47.12119,7.27431,Ailanthus altissima,Plantae
47.10838,7.27395,Lonicera xylosteum,Plantae
47.10838,7.27395,Crataegus monogyna,Plantae
47.10838,7.27395,Carex alba,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Agrostis stolonifera,Plantae
47.10838,7.27395,Cornus sanguinea,Plantae
47.10838,7.27395,Acer pseudoplatanus,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Hedera helix,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Carex remota,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Dioscorea communis,Plantae
47.10838,7.27395,Prunus avium,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.15335,7.27381,Digitalis lutea,Plantae
47.15335,7.27381,Herniaria glabra,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.15335,7.27381,Clinopodium acinos,Plantae
47.15335,7.27381,Parietaria officinalis,Plantae
47.15335,7.27381,Melissa officinalis,Plantae
47.15335,7.27381,Bromus tectorum,Plantae
47.15335,7.27381,Senecio viscosus,Plantae
47.15335,7.27381,Galinsoga quadriradiata,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Potentilla reptans,Plantae
47.15335,7.27381,Ribes alpinum,Plantae
47.15335,7.27381,Corylus avellana,Plantae
47.15335,7.27381,Setaria pumila,Plantae
47.15335,7.27381,Eragrostis minor,Plantae
47.15335,7.27381,Centaurea jacea,Plantae
47.15335,7.27381,Veronica teucrium,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Oxalis corniculata,Plantae
47.15335,7.27381,Trifolium campestre,Plantae
47.15335,7.27381,Prunus avium,Plantae
47.15335,7.27381,Hypericum perforatum,Plantae
47.15335,7.27381,Silene nutans,Plantae
47.15335,7.27381,Lolium perenne,Plantae
47.15335,7.27381,Poa annua,Plantae
47.15335,7.27381,Cirsium vulgare,Plantae
47.15335,7.27381,Plantago media,Plantae
47.15335,7.27381,Geranium pusillum,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Crataegus laevigata,Plantae
47.15335,7.27381,Potentilla reptans,Plantae
47.15335,7.27381,Dianthus sylvestris,Plantae
47.15335,7.27381,Herniaria glabra,Plantae
47.15335,7.27381,Campanula rotundifolia,Plantae
47.15335,7.27381,Sonchus asper,Plantae
47.15335,7.27381,Scorzoneroides autumnalis,Plantae
47.15335,7.27381,Erigeron acris,Plantae
47.15335,7.27381,Viburnum lantana,Plantae
47.15335,7.27381,Prunella vulgaris,Plantae
47.15335,7.27381,Convolvulus arvensis,Plantae
47.15335,7.27381,Barbarea vulgaris,Plantae
47.15335,7.27381,Clematis vitalba,Plantae
47.15335,7.27381,Celtis occidentalis,Plantae
47.15335,7.27381,Lolium arundinaceum,Plantae
47.15335,7.27381,Artemisia vulgaris,Plantae
47.15335,7.27381,Bellis perennis,Plantae
47.15335,7.27381,Clinopodium acinos,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Sedum album,Plantae
47.15335,7.27381,Brassica napus,Plantae
47.15335,7.27381,Ulmus glabra,Plantae
47.15335,7.27381,Fumaria officinalis,Plantae
47.15335,7.27381,Festuca myuros,Plantae
47.15335,7.27381,Arrhenatherum elatius,Plantae
47.15335,7.27381,Lapsana communis,Plantae
47.15335,7.27381,Veronica persica,Plantae
47.15335,7.27381,Pastinaca sativa,Plantae
47.15335,7.27381,Chaerophyllum temulum,Plantae
47.15335,7.27381,Anthyllis vulneraria,Plantae
47.15335,7.27381,Tilia cordata,Plantae
47.1181,7.28147,Senecio inaequidens,Plantae
47.15335,7.27381,Elymus repens,Plantae
47.15335,7.27381,Brachypodium sylvaticum,Plantae
47.15335,7.27381,Cirsium vulgare,Plantae
47.15335,7.27381,Senecio vulgaris,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Aria edulis,Plantae
47.15335,7.27381,Geum urbanum,Plantae
47.15335,7.27381,Dianthus sylvestris,Plantae
47.15335,7.27381,Atriplex patula,Plantae
47.11813,7.28127,Senecio inaequidens,Plantae
47.15335,7.27381,Scilla bifolia,Plantae
47.15335,7.27381,Sonchus oleraceus,Plantae
47.15335,7.27381,Leontodon hispidus,Plantae
47.15335,7.27381,Sambucus nigra,Plantae
47.15335,7.27381,Glechoma hederacea,Plantae
47.15335,7.27381,Calystegia sepium,Plantae
47.15335,7.27381,Alliaria petiolata,Plantae
47.15335,7.27381,Malva sylvestris,Plantae
47.15335,7.27381,Helleborus foetidus,Plantae
47.11784,7.28394,Senecio inaequidens,Plantae
47.15335,7.27381,Hippuris vulgaris,Plantae
47.1188,7.27909,Senecio inaequidens,Plantae
47.11783,7.28408,Senecio inaequidens,Plantae
47.15335,7.27381,Poa compressa,Plantae
47.14887,7.27634,Senecio inaequidens,Plantae
47.15335,7.27381,Verbascum thapsus,Plantae
47.15335,7.27381,Geranium dissectum,Plantae
47.15335,7.27381,Euonymus europaeus,Plantae
47.15335,7.27381,Prunus padus,Plantae
47.15335,7.27381,Petrorhagia prolifera,Plantae
47.11614,7.29543,Senecio inaequidens,Plantae
47.1166,7.29429,Senecio inaequidens,Plantae
47.15335,7.27381,Avena fatua,Plantae
47.15335,7.27381,Elymus repens,Plantae
47.15335,7.27381,Verbascum lychnitis,Plantae
47.15335,7.27381,Pimpinella peregrina,Plantae
47.15335,7.27381,Geranium molle,Plantae
47.15335,7.27381,Medicago minima,Plantae
47.15335,7.27381,Fallopia convolvulus,Plantae
47.11052,7.30132,Senecio inaequidens,Plantae
47.1503,7.26766,Solidago canadensis,Plantae
47.15335,7.27381,Mycelis muralis,Plantae
47.15335,7.27381,Tripleurospermum inodorum,Plantae
47.15335,7.27381,Centranthus ruber,Plantae
47.15335,7.27381,Salvia pratensis,Plantae
47.15335,7.27381,Teucrium botrys,Plantae
47.15335,7.27381,Diplotaxis tenuifolia,Plantae
47.15335,7.27381,Papaver rhoeas,Plantae
47.12119,7.27418,Ailanthus altissima,Plantae
47.11662,7.29424,Senecio inaequidens,Plantae
47.11636,7.29492,Senecio inaequidens,Plantae
47.11863,7.27947,Senecio inaequidens,Plantae
47.11619,7.29532,Senecio inaequidens,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Cephalanthera damasonium,Plantae
47.10838,7.27395,Neottia ovata,Plantae
47.15335,7.27381,Anacamptis pyramidalis,Plantae
47.10838,7.27395,Euonymus europaeus,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Berberis vulgaris,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Viburnum lantana,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Hedera helix,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Prunus spinosa,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Cornus sanguinea,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Cephalanthera damasonium,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Viburnum lantana,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Pinus sylvestris,Plantae
47.10838,7.27395,Euonymus europaeus,Plantae
47.10838,7.27395,Fagus sylvatica,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Crataegus monogyna,Plantae
47.15335,7.27381,Cephalanthera damasonium,Plantae
47.10838,7.27395,Viburnum lantana,Plantae
47.10838,7.27395,Viburnum opulus,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Populus canescens,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Cornus sanguinea,Plantae
47.10838,7.27395,Carex acutiformis,Plantae
47.10838,7.27395,Quercus robur,Plantae
47.10838,7.27395,Hedera helix,Plantae
47.15335,7.27381,Asplenium ruta-muraria,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Cymbalaria muralis,Plantae
47.15335,7.27381,Oxalis dillenii,Plantae
47.15335,7.27381,Bromus sterilis,Plantae
47.15335,7.27381,Jacobaea vulgaris,Plantae
47.15335,7.27381,Matricaria discoidea,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Sedum acre,Plantae
47.15335,7.27381,Sagina procumbens,Plantae
47.15335,7.27381,Carpinus betulus,Plantae
47.15335,7.27381,Bothriochloa ischaemum,Plantae
47.15335,7.27381,Holcus lanatus,Plantae
47.15335,7.27381,Lapsana communis,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.15335,7.27381,Pastinaca sativa,Plantae
47.15335,7.27381,Chaerophyllum temulum,Plantae
47.15335,7.27381,Trifolium dubium,Plantae
47.15335,7.27381,Tilia cordata,Plantae
47.11811,7.2814,Senecio inaequidens,Plantae
47.15335,7.27381,Oxalis dillenii,Plantae
47.15335,7.27381,Poa nemoralis,Plantae
47.15335,7.27381,Bromus sterilis,Plantae
47.15335,7.27381,Jacobaea vulgaris,Plantae
47.15335,7.27381,Tripleurospermum inodorum,Plantae
47.15335,7.27381,Euphorbia peplus,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Sedum acre,Plantae
47.15335,7.27381,Sagina procumbens,Plantae
47.15335,7.27381,Carpinus betulus,Plantae
47.15335,7.27381,Polygonatum odoratum,Plantae
47.15335,7.27381,Lactuca serriola,Plantae
47.15335,7.27381,Erigeron acris,Plantae
47.15335,7.27381,Viburnum lantana,Plantae
47.15335,7.27381,Prunella vulgaris,Plantae
47.15335,7.27381,Sinapis arvensis,Plantae
47.15335,7.27381,Cardamine hirsuta,Plantae
47.15335,7.27381,Clematis vitalba,Plantae
47.11782,7.28414,Senecio inaequidens,Plantae
47.15335,7.27381,Cerastium tomentosum,Plantae
47.15335,7.27381,Carex hirta,Plantae
47.15335,7.27381,Crepis pulchra,Plantae
47.15335,7.27381,Lamium amplexicaule,Plantae
47.15335,7.27381,Euphorbia helioscopia,Plantae
47.15335,7.27381,Ribes rubrum,Plantae
47.15335,7.27381,Betula pendula,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.15335,7.27381,Prunella laciniata,Plantae
47.15335,7.27381,Asplenium trichomanes,Plantae
47.15335,7.27381,Setaria verticillata,Plantae
47.15335,7.27381,Holcus lanatus,Plantae
47.15335,7.27381,Centaurea jacea,Plantae
47.15335,7.27381,Veronica chamaedrys,Plantae
47.15335,7.27381,Verbascum nigrum,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Hedera helix,Plantae
47.15335,7.27381,Trifolium campestre,Plantae
47.15335,7.27381,Prunus avium,Plantae
47.15335,7.27381,Hypericum perforatum,Plantae
47.11812,7.28133,Senecio inaequidens,Plantae
47.15335,7.27381,Lolium perenne,Plantae
47.15335,7.27381,Poa annua,Plantae
47.15335,7.27381,Cirsium arvense,Plantae
47.15335,7.27381,Plantago media,Plantae
47.15335,7.27381,Erodium cicutarium,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Crataegus monogyna,Plantae
47.15335,7.27381,Silene latifolia,Plantae
47.15335,7.27381,Herniaria glabra,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Lolium multiflorum,Plantae
47.15335,7.27381,Poa nemoralis,Plantae
47.15335,7.27381,Centaurea scabiosa,Plantae
47.15335,7.27381,Fraxinus excelsior,Plantae
47.15335,7.27381,Erodium cicutarium,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Crataegus monogyna,Plantae
47.15335,7.27381,Silene vulgaris,Plantae
47.15522,7.26801,Cotoneaster horizontalis,Plantae
47.15335,7.27381,Lolium arundinaceum,Plantae
47.15335,7.27381,Artemisia vulgaris,Plantae
47.15335,7.27381,Clinopodium acinos,Plantae
47.15335,7.27381,Rhamnus cathartica,Plantae
47.15335,7.27381,Cornus mas,Plantae
47.15335,7.27381,Sedum album,Plantae
47.15335,7.27381,Sinapis arvensis,Plantae
47.15335,7.27381,Ulmus glabra,Plantae
47.15335,7.27381,Quercus pubescens,Plantae
47.15335,7.27381,Allium sphaerocephalon,Plantae
47.15335,7.27381,Cichorium intybus,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.15335,7.27381,Vincetoxicum hirundinaria,Plantae
47.15335,7.27381,Salix caprea,Plantae
47.15335,7.27381,Malva moschata,Plantae
47.11786,7.28375,Senecio inaequidens,Plantae
47.11807,7.28173,Senecio inaequidens,Plantae
47.15335,7.27381,Trisetum flavescens,Plantae
47.15335,7.27381,Melica ciliata,Plantae
47.15335,7.27381,Verbascum densiflorum,Plantae
47.15335,7.27381,Torilis arvensis,Plantae
47.15335,7.27381,Geranium columbinum,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Rubus caesius,Plantae
47.15335,7.27381,Persicaria maculosa,Plantae
47.15335,7.27381,Saponaria ocymoides,Plantae
47.15335,7.27381,Festuca myuros,Plantae
47.15335,7.27381,Cichorium intybus,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Veronica persica,Plantae
47.15335,7.27381,Vinca major,Plantae
47.15335,7.27381,Torilis japonica,Plantae
47.15335,7.27381,Anthyllis vulneraria,Plantae
47.15335,7.27381,Malva moschata,Plantae
47.11787,7.28361,Senecio inaequidens,Plantae
47.11809,7.28153,Senecio inaequidens,Plantae
47.15335,7.27381,Allium oleraceum,Plantae
47.15335,7.27381,Hypochaeris radicata,Plantae
47.15335,7.27381,Galium aparine,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.15335,7.27381,Vincetoxicum hirundinaria,Plantae
47.15335,7.27381,Sisymbrium officinale,Plantae
47.15335,7.27381,Malva neglecta,Plantae
47.15335,7.27381,Asplenium ceterach,Plantae
47.15335,7.27381,Hieracium amplexicaule,Plantae
47.15335,7.27381,Mycelis muralis,Plantae
47.15335,7.27381,Valerianella carinata,Plantae
47.15335,7.27381,Stachys recta,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Epilobium montanum,Plantae
47.15335,7.27381,Lepidium virginicum,Plantae
47.15335,7.27381,Papaver rhoeas,Plantae
47.15335,7.27381,Asplenium ceterach,Plantae
47.15335,7.27381,Ginkgo biloba,Plantae
47.11769,7.28545,Senecio inaequidens,Plantae
47.15335,7.27381,Prunus domestica,Plantae
47.15335,7.27381,Carduus crispus,Plantae
47.15335,7.27381,Tussilago farfara,Plantae
47.15335,7.27381,Acer pseudoplatanus,Plantae
47.15335,7.27381,Mercurialis annua,Plantae
47.15335,7.27381,Pyrus pyraster,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Portulaca oleracea,Plantae
47.15335,7.27381,Echinochloa crus-galli,Plantae
47.15335,7.27381,Picris hieracioides,Plantae
47.15335,7.27381,Campanula rotundifolia,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Cervaria rivini,Plantae
47.15335,7.27381,Onobrychis viciifolia,Plantae
47.15335,7.27381,Viola odorata,Plantae
47.15335,7.27381,Rumex obtusifolius,Plantae
47.11792,7.28317,Senecio inaequidens,Plantae
47.11797,7.28385,Senecio inaequidens,Plantae
47.15335,7.27381,Poa trivialis,Plantae
47.15335,7.27381,Bromus erectus,Plantae
47.14995,7.26947,Senecio inaequidens,Plantae
47.15335,7.27381,Geranium rotundifolium,Plantae
47.15335,7.27381,Euphorbia exigua,Plantae
47.15335,7.27381,Fragaria vesca,Plantae
47.15335,7.27381,Cerastium brachypetalum,Plantae
47.15335,7.27381,Ficus carica,Plantae
47.15632,7.2679,Cotoneaster horizontalis,Plantae
47.15335,7.27381,Carex halleriana,Plantae
47.15543,7.27193,Artemisia verlotiorum,Plantae
47.15335,7.27381,Origanum vulgare,Plantae
47.15335,7.27381,Rhamnus cathartica,Plantae
47.15335,7.27381,Cornus mas,Plantae
47.15335,7.27381,Saxifraga tridactylites,Plantae
47.15335,7.27381,Urtica dioica,Plantae
47.15335,7.27381,Quercus robur,Plantae
47.11785,7.28381,Senecio inaequidens,Plantae
47.11805,7.28193,Senecio inaequidens,Plantae
47.15335,7.27381,Tragopogon pratensis,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Campanula rapunculoides,Plantae
47.15335,7.27381,Myosotis arvensis,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Vicia hirsuta,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.1178,7.28434,Senecio inaequidens,Plantae
47.11791,7.28328,Senecio inaequidens,Plantae
47.15335,7.27381,Hieracium amplexicaule,Plantae
47.15335,7.27381,Tragopogon dubius,Plantae
47.15335,7.27381,Valerianella locusta,Plantae
47.15335,7.27381,Stachys recta,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Epilobium montanum,Plantae
47.15335,7.27381,Noccaea perfoliata,Plantae
47.15335,7.27381,Salix alba,Plantae
47.15335,7.27381,Papaver somniferum,Plantae
47.15335,7.27381,Asplenium ruta-muraria,Plantae
47.15335,7.27381,Sequoiadendron giganteum,Plantae
47.11774,7.28499,Senecio inaequidens,Plantae
47.15335,7.27381,Arrhenatherum elatius,Plantae
47.15335,7.27381,Dactylis glomerata,Plantae
47.15335,7.27381,Arctium lappa,Plantae
47.15335,7.27381,Verbascum densiflorum,Plantae
47.15335,7.27381,Geranium dissectum,Plantae
47.15335,7.27381,Prunus mahaleb,Plantae
47.15335,7.27381,Rubus caesius,Plantae
47.15335,7.27381,Persicaria maculosa,Plantae
47.15335,7.27381,Petrorhagia saxifraga,Plantae
47.15335,7.27381,Trisetum flavescens,Plantae
47.15335,7.27381,Melica ciliata,Plantae
47.15335,7.27381,Verbascum lychnitis,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.15335,7.27381,Geranium columbinum,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Persicaria lapathifolia,Plantae
47.15335,7.27381,Saponaria ocymoides,Plantae
47.11876,7.2792,Senecio inaequidens,Plantae
47.11657,7.29434,Senecio inaequidens,Plantae
47.11873,7.27925,Senecio inaequidens,Plantae
47.11784,7.28397,Senecio inaequidens,Plantae
47.11655,7.29441,Senecio inaequidens,Plantae
47.11624,7.2952,Senecio inaequidens,Plantae
47.1186,7.27953,Senecio inaequidens,Plantae
47.11621,7.29527,Senecio inaequidens,Plantae
47.11627,7.29515,Senecio inaequidens,Plantae
47.11666,7.29412,Senecio inaequidens,Plantae
47.12106,7.27508,Ailanthus altissima,Plantae
47.11642,7.29475,Senecio inaequidens,Plantae
47.11867,7.27937,Senecio inaequidens,Plantae
47.10838,7.27395,Sequoiadendron giganteum,Plantae
47.11787,7.28371,Ailanthus altissima,Plantae
47.15335,7.27381,Polystichum aculeatum,Plantae
47.13503,7.24879,Senecio inaequidens,Plantae
47.10838,7.27395,Aegopodium podagraria,Plantae
47.15335,7.27381,Erodium cicutarium,Plantae
47.15335,7.27381,Potentilla reptans,Plantae
47.15335,7.27381,Equisetum arvense,Plantae
47.15335,7.27381,Cirsium oleraceum,Plantae
47.10838,7.27395,Argentina anserina,Plantae
47.15335,7.27381,Gymnadenia conopsea,Plantae
47.15335,7.27381,Epipactis purpurata,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Polystichum aculeatum,Plantae
47.15335,7.27381,Lathyrus pratensis,Plantae
47.15335,7.27381,Dactylorhiza maculata,Plantae
47.15335,7.27381,Aegopodium podagraria,Plantae
47.15335,7.27381,Equisetum telmateia,Plantae
47.15335,7.27381,Potentilla sterilis,Plantae
47.10838,7.27395,Stellaria aquatica,Plantae
47.15335,7.27381,Potentilla erecta,Plantae
47.15335,7.27381,Verbascum densiflorum,Plantae
47.15335,7.27381,Dryopteris carthusiana,Plantae
47.15335,7.27381,Epipactis purpurata,Plantae
47.15335,7.27381,Melissa officinalis,Plantae
47.15335,7.27381,Oxalis corniculata,Plantae
47.15335,7.27381,Scrophularia nodosa,Plantae
47.15335,7.27381,Origanum vulgare,Plantae
47.10838,7.27395,Plantago media,Plantae
47.15335,7.27381,Chelidonium majus,Plantae
47.15335,7.27381,Solanum nigrum,Plantae
47.15335,7.27381,Eupatorium cannabinum,Plantae
47.15335,7.27381,Clinopodium menthifolium,Plantae
47.10838,7.27395,Portulaca oleracea,Plantae
47.15335,7.27381,Argentina anserina,Plantae
47.1363,7.25119,Senecio inaequidens,Plantae
47.10838,7.27395,Dryopteris borreri,Plantae
47.15335,7.27381,Hepatica nobilis,Plantae
47.15335,7.27381,Impatiens parviflora,Plantae
47.15335,7.27381,Verbena officinalis,Plantae
47.15335,7.27381,Anacamptis pyramidalis,Plantae
47.10838,7.27395,Rorippa palustris,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.10838,7.27395,Lamium purpureum,Plantae
47.15335,7.27381,Borago officinalis,Plantae
47.15335,7.27381,Lathyrus vernus,Plantae
47.15335,7.27381,Galeopsis angustifolia,Plantae
47.15335,7.27381,Cynodon dactylon,Plantae
47.15335,7.27381,Galinsoga quadriradiata,Plantae
47.15335,7.27381,Geranium sanguineum,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Silene nutans,Plantae
47.15335,7.27381,Betonica officinalis,Plantae
47.15335,7.27381,Ilex aquifolium,Plantae
47.15335,7.27381,Galium odoratum,Plantae
47.15335,7.27381,Sorbus aucuparia,Plantae
47.15335,7.27381,Saponaria ocymoides,Plantae
47.15335,7.27381,Digitalis lutea,Plantae
47.1384,7.28117,Erigeron annuus,Plantae
47.1384,7.28117,Buddleja davidii,Plantae
47.10838,7.27395,Hordeum murinum,Plantae
47.10838,7.27395,Petrorhagia prolifera,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.10838,7.27395,Pilosella aurantiaca,Plantae
47.15335,7.27381,Petrorhagia saxifraga,Plantae
47.15335,7.27381,Stachys recta,Plantae
47.15335,7.27381,Saponaria officinalis,Plantae
47.10838,7.27395,Daucus carota,Plantae
47.10838,7.27395,Stachys sylvatica,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.10838,7.27395,Pseudofumaria lutea,Plantae
47.10838,7.27395,Argentina anserina,Plantae
47.10838,7.27395,Vicia sepium,Plantae
47.10838,7.27395,Aegopodium podagraria,Plantae
47.10838,7.27395,Centaurea cyanus,Plantae
47.15335,7.27381,Vicia sepium,Plantae
47.15335,7.27381,Equisetum arvense,Plantae
47.10838,7.27395,Salvia pratensis,Plantae
47.15335,7.27381,Urtica dioica,Plantae
47.15335,7.27381,Geranium pyrenaicum,Plantae
47.10838,7.27395,Campanula rotundifolia,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Prunella laciniata,Plantae
47.10838,7.27395,Medicago sativa,Plantae
47.10838,7.27395,Aegopodium podagraria,Plantae
47.15335,7.27381,Trifolium repens,Plantae
47.10838,7.27395,Scabiosa columbaria,Plantae
47.15335,7.27381,Trifolium medium,Plantae
47.15335,7.27381,Chelidonium majus,Plantae
47.15335,7.27381,Trifolium repens,Plantae
47.15335,7.27381,Onobrychis viciifolia,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.10838,7.27395,Centaurea scabiosa,Plantae
47.10838,7.27395,Equisetum arvense,Plantae
47.15335,7.27381,Geranium robertianum,Plantae
47.15335,7.27381,Dianthus carthusianorum,Plantae
47.15335,7.27381,Aegopodium podagraria,Plantae
47.15335,7.27381,Anchusa officinalis,Plantae
47.10838,7.27395,Geranium robertianum,Plantae
47.15335,7.27381,Potentilla reptans,Plantae
47.15335,7.27381,Pilosella officinarum,Plantae
47.10838,7.27395,Athyrium filix-femina,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.15335,7.27381,Galium aparine,Plantae
47.15335,7.27381,Lathyrus pratensis,Plantae
47.10838,7.27395,Vicia sepium,Plantae
47.15335,7.27381,Ophrys apifera,Plantae
47.10838,7.27395,Geum urbanum,Plantae
47.10838,7.27395,Ranunculus repens,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Vicia sativa,Plantae
47.15335,7.27381,Lamium galeobdolon,Plantae
47.10838,7.27395,Silene nutans,Plantae
47.10838,7.27395,Tragopogon pratensis,Plantae
47.10838,7.27395,Sambucus nigra,Plantae
47.15335,7.27381,Equisetum arvense,Plantae
47.15335,7.27381,Tragopogon pratensis,Plantae
47.15335,7.27381,Chaerophyllum temulum,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.10838,7.27395,Dianthus carthusianorum,Plantae
47.10838,7.27395,Viola tricolor,Plantae
47.15335,7.27381,Hottonia palustris,Plantae
47.15335,7.27381,Ranunculus acris,Plantae
47.15335,7.27381,Dryopteris borreri,Plantae
47.10838,7.27395,Athyrium filix-femina,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.10838,7.27395,Pilosella officinarum,Plantae
47.10838,7.27395,Alliaria petiolata,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.15335,7.27381,Sambucus nigra,Plantae
47.15335,7.27381,Geranium robertianum,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Polypodium vulgare,Plantae
47.10838,7.27395,Tragopogon pratensis,Plantae
47.10838,7.27395,Ranunculus acris,Plantae
47.10838,7.27395,Equisetum arvense,Plantae
47.15335,7.27381,Hippocrepis comosa,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Festuca rubra,Plantae
47.15335,7.27381,Teucrium botrys,Plantae
47.15335,7.27381,Geranium pyrenaicum,Plantae
47.15335,7.27381,Medicago minima,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.15335,7.27381,Vicia sativa,Plantae
47.15335,7.27381,Veronica hederifolia,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Veronica spicata,Plantae
47.15335,7.27381,Veronica persica,Plantae
47.10838,7.27395,Vicia sativa,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Scabiosa columbaria,Plantae
47.10838,7.27395,Urtica dioica,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.15335,7.27381,Lactuca perennis,Plantae
47.15335,7.27381,Glechoma hederacea,Plantae
47.10838,7.27395,Ajuga reptans,Plantae
47.10838,7.27395,Medicago lupulina,Plantae
47.15335,7.27381,Trifolium repens,Plantae
47.15335,7.27381,Poa compressa,Plantae
47.10838,7.27395,Aquilegia vulgaris,Plantae
47.15335,7.27381,Viburnum lantana,Plantae
